timestamp,open,close,high,low,Fear & Greed Index,Fear & Greed Classification
2025-08-08 12:00:00,116801.0,116788.0,116886.0,116460.0,74.0,Greed
2025-08-08 08:00:00,116748.0,116883.0,116933.0,116481.0,74.0,Greed
2025-08-08 04:00:00,117483.0,116743.0,117511.0,116743.0,74.0,Greed
2025-08-08 00:00:00,117445.0,117463.0,117596.0,117151.0,74.0,Greed
2025-08-07 20:00:00,116726.0,117404.0,117404.0,116112.0,62.0,Greed
2025-08-07 16:00:00,116594.0,116735.0,116735.0,116275.0,62.0,Greed
2025-08-07 12:00:00,114905.0,116715.0,116715.0,114905.0,62.0,Greed
2025-08-07 08:00:00,114577.0,114784.0,114828.0,114325.0,62.0,Greed
2025-08-07 04:00:00,115013.0,114613.0,115113.0,114475.0,62.0,Greed
2025-08-07 00:00:00,115210.0,115022.0,115241.0,114920.0,62.0,Greed
2025-08-06 20:00:00,115436.0,115238.0,115663.0,115012.0,54.0,Neutral
2025-08-06 16:00:00,114180.0,115255.0,115255.0,113857.0,54.0,Neutral
2025-08-06 12:00:00,114202.0,114197.0,114299.0,113794.0,54.0,Neutral
2025-08-06 08:00:00,113516.0,114173.0,114255.0,113400.0,54.0,Neutral
2025-08-06 04:00:00,114098.0,113547.0,114098.0,113424.0,54.0,Neutral
2025-08-06 00:00:00,113733.0,114128.0,114147.0,113436.0,54.0,Neutral
2025-08-05 20:00:00,112835.0,113544.0,113691.0,112835.0,60.0,Greed
2025-08-05 16:00:00,114789.0,112780.0,114830.0,112770.0,60.0,Greed
2025-08-05 12:00:00,113952.0,114808.0,114988.0,113952.0,60.0,Greed
2025-08-05 08:00:00,114230.0,114025.0,114475.0,113941.0,60.0,Greed
2025-08-05 04:00:00,115085.0,114256.0,115085.0,114256.0,60.0,Greed
2025-08-05 00:00:00,114742.0,115139.0,115315.0,114677.0,60.0,Greed
2025-08-04 20:00:00,114831.0,114766.0,115591.0,114766.0,64.0,Greed
2025-08-04 16:00:00,114454.0,114727.0,115373.0,114266.0,64.0,Greed
2025-08-04 12:00:00,114681.0,114429.0,114710.0,114278.0,64.0,Greed
2025-08-04 08:00:00,114597.0,114725.0,114725.0,114219.0,64.0,Greed
2025-08-04 04:00:00,114235.0,114622.0,114869.0,114148.0,64.0,Greed
2025-08-04 00:00:00,114311.0,114199.0,114490.0,114112.0,64.0,Greed
2025-08-03 20:00:00,113927.0,114352.0,114637.0,113796.0,53.0,Neutral
2025-08-03 16:00:00,113867.0,113897.0,114047.0,113702.0,53.0,Neutral
2025-08-03 12:00:00,113668.0,114012.0,114129.0,113582.0,53.0,Neutral
2025-08-03 08:00:00,113492.0,113678.0,113678.0,113354.0,53.0,Neutral
2025-08-03 04:00:00,112572.0,113650.0,113662.0,112223.0,53.0,Neutral
2025-08-03 00:00:00,112125.0,112555.0,112954.0,112125.0,53.0,Neutral
2025-08-02 20:00:00,112876.0,112368.0,113314.0,112113.0,55.0,Greed
2025-08-02 16:00:00,113723.0,112953.0,113723.0,112953.0,55.0,Greed
2025-08-02 12:00:00,113959.0,113748.0,113959.0,113456.0,55.0,Greed
2025-08-02 08:00:00,113823.0,113944.0,113997.0,113523.0,55.0,Greed
2025-08-02 04:00:00,113275.0,113803.0,113832.0,113239.0,55.0,Greed
2025-08-02 00:00:00,113288.0,113235.0,113965.0,112825.0,55.0,Greed
2025-08-01 20:00:00,115341.0,113395.0,115593.0,113379.0,65.0,Greed
2025-08-01 16:00:00,115259.0,115326.0,115899.0,114322.0,65.0,Greed
2025-08-01 12:00:00,114917.0,115193.0,115240.0,114326.0,65.0,Greed
2025-08-01 08:00:00,115593.0,114762.0,115814.0,114692.0,65.0,Greed
2025-08-01 04:00:00,115745.0,115642.0,115996.0,114980.0,65.0,Greed
2025-08-01 00:00:00,116821.0,115700.0,116821.0,115700.0,65.0,Greed
2025-07-31 20:00:00,118289.0,116864.0,118696.0,116864.0,72.0,Greed
2025-07-31 16:00:00,118356.0,118241.0,118563.0,117994.0,72.0,Greed
2025-07-31 12:00:00,118654.0,118314.0,118703.0,118314.0,72.0,Greed
2025-07-31 08:00:00,118481.0,118665.0,118865.0,118298.0,72.0,Greed
2025-07-31 04:00:00,117828.0,118496.0,118496.0,117828.0,72.0,Greed
2025-07-31 00:00:00,116993.0,117833.0,117833.0,116986.0,72.0,Greed
2025-07-30 20:00:00,117793.0,116892.0,117876.0,116079.0,74.0,Greed
2025-07-30 16:00:00,117556.0,117971.0,118644.0,117475.0,74.0,Greed
2025-07-30 12:00:00,118125.0,117668.0,118398.0,117668.0,74.0,Greed
2025-07-30 08:00:00,118156.0,118179.0,118304.0,117845.0,74.0,Greed
2025-07-30 04:00:00,117831.0,118163.0,118163.0,117543.0,74.0,Greed
2025-07-30 00:00:00,117313.0,117853.0,117930.0,117157.0,74.0,Greed
2025-07-29 20:00:00,117428.0,117555.0,117946.0,117170.0,73.0,Greed
2025-07-29 16:00:00,118585.0,117477.0,118965.0,117461.0,73.0,Greed
2025-07-29 12:00:00,118978.0,118473.0,118992.0,118282.0,73.0,Greed
2025-07-29 08:00:00,118676.0,119026.0,119026.0,118508.0,73.0,Greed
2025-07-29 04:00:00,118009.0,118611.0,118611.0,117670.0,73.0,Greed
2025-07-29 00:00:00,117947.0,118003.0,118279.0,117653.0,73.0,Greed
2025-07-28 20:00:00,118178.0,117764.0,118307.0,117498.0,75.0,Greed
2025-07-28 16:00:00,118805.0,118237.0,119011.0,117998.0,75.0,Greed
2025-07-28 12:00:00,118907.0,118787.0,119011.0,118580.0,75.0,Greed
